bjdongCode,bjdongSigungu,dongName
1111010100,11110,청운동
1111010200,11110,신교동
1111010300,11110,궁정동
1111010400,11110,효자동
1111010500,11110,창성동
1111010600,11110,통의동
1111010700,11110,적선동
1111010800,11110,통인동
1111010900,11110,누상동
1111011000,11110,누하동
1111011100,11110,옥인동
1111011200,11110,체부동
1111011300,11110,필운동
1111011400,11110,내자동
1111011500,11110,사직동
1111011600,11110,도렴동
1111011700,11110,당주동
1111011800,11110,내수동
1111011900,11110,세종로
1111012000,11110,신문로1가
1111012100,11110,신문로2가
1111012200,11110,청진동
1111012300,11110,서린동
1111012400,11110,수송동
1111012500,11110,중학동
1111012600,11110,종로1가
1111012700,11110,공평동
1111012800,11110,관훈동
1111012900,11110,견지동
1111013000,11110,와룡동
1111013100,11110,권농동
1111013200,11110,운니동
1111013300,11110,익선동
1111013400,11110,경운동
1111013500,11110,관철동
1111013600,11110,인사동
1111013700,11110,낙원동
1111013800,11110,종로2가
1111013900,11110,팔판동
1111014000,11110,삼청동
1111014100,11110,안국동
1111014200,11110,소격동
1111014300,11110,화동
1111014400,11110,사간동
1111014500,11110,송현동
1111014600,11110,가회동
1111014700,11110,재동
1111014800,11110,계동
1111014900,11110,원서동
1111015000,11110,훈정동
1111015100,11110,묘동
1111015200,11110,봉익동
1111015300,11110,돈의동
1111015400,11110,장사동
1111015500,11110,관수동
1111015600,11110,종로3가
1111015700,11110,인의동
1111015800,11110,예지동
1111015900,11110,원남동
1111016000,11110,연지동
1111016100,11110,종로4가
1111016200,11110,효제동
1111016300,11110,종로5가
1111016400,11110,종로6가
1111016500,11110,이화동
1111016600,11110,연건동
1111016700,11110,충신동
1111016800,11110,동숭동
1111016900,11110,혜화동
1111017000,11110,명륜1가
1111017100,11110,명륜2가
1111017200,11110,명륜4가
1111017300,11110,명륜3가
1111017400,11110,창신동
1111017500,11110,숭인동
1111017600,11110,교남동
1111017700,11110,평동
1111017800,11110,송월동
1111017900,11110,홍파동
1111018000,11110,교북동
1111018100,11110,행촌동
1111018200,11110,구기동
1111018300,11110,평창동
1111018400,11110,부암동
1111018500,11110,홍지동
1111018600,11110,신영동
1111018700,11110,무악동
1114010100,11140,무교동
1114010200,11140,다동
1114010300,11140,태평로1가
1114010400,11140,을지로1가
1114010500,11140,을지로2가
1114010600,11140,남대문로1가
1114010700,11140,삼각동
1114010800,11140,수하동
1114010900,11140,장교동
1114011000,11140,수표동
1114011100,11140,소공동
1114011200,11140,남창동
1114011300,11140,북창동
1114011400,11140,태평로2가
1114011500,11140,남대문로2가
1114011600,11140,남대문로3가
1114011700,11140,남대문로4가
1114011800,11140,남대문로5가
1114011900,11140,봉래동1가
1114012000,11140,봉래동2가
1114012100,11140,회현동1가
1114012200,11140,회현동2가
1114012300,11140,회현동3가
1114012400,11140,충무로1가
1114012500,11140,충무로2가
1114012600,11140,명동1가
1114012700,11140,명동2가
1114012800,11140,남산동1가
1114012900,11140,남산동2가
1114013000,11140,남산동3가
1114013100,11140,저동1가
1114013200,11140,충무로4가
1114013300,11140,충무로5가
1114013400,11140,인현동2가
1114013500,11140,예관동
1114013600,11140,묵정동
1114013700,11140,필동1가
1114013800,11140,필동2가
1114013900,11140,필동3가
1114014000,11140,남학동
1114014100,11140,주자동
1114014200,11140,예장동
1114014300,11140,장충동1가
1114014400,11140,장충동2가
1114014500,11140,광희동1가
1114014600,11140,광희동2가
1114014700,11140,쌍림동
1114014800,11140,을지로6가
1114014900,11140,을지로7가
1114015000,11140,을지로4가
1114015100,11140,을지로5가
1114015200,11140,주교동
1114015300,11140,방산동
1114015400,11140,오장동
1114015500,11140,을지로3가
1114015600,11140,입정동
1114015700,11140,산림동
1114015800,11140,충무로3가
1114015900,11140,초동
1114016000,11140,인현동1가
1114016100,11140,저동2가
1114016200,11140,신당동
1114016300,11140,흥인동
1114016400,11140,무학동
1114016500,11140,황학동
1114016600,11140,서소문동
1114016700,11140,정동
1114016800,11140,순화동
1114016900,11140,의주로1가
1114017000,11140,충정로1가
1114017100,11140,중림동
1114017200,11140,의주로2가
1114017300,11140,만리동1가
1114017400,11140,만리동2가
1117010100,11170,후암동
1117010200,11170,용산동2가
1117010300,11170,용산동4가
1117010400,11170,갈월동
1117010500,11170,남영동
1117010600,11170,용산동1가
1117010700,11170,동자동
1117010800,11170,서계동
1117010900,11170,청파동1가
1117011000,11170,청파동2가
1117011100,11170,청파동3가
1117011200,11170,원효로1가
1117011300,11170,원효로2가
1117011400,11170,신창동
1117011500,11170,산천동
1117011600,11170,청암동
1117011700,11170,원효로3가
1117011800,11170,원효로4가
1117011900,11170,효창동
1117012000,11170,도원동
1117012100,11170,용문동
1117012200,11170,문배동
1117012300,11170,신계동
1117012400,11170,한강로1가
1117012500,11170,한강로2가
1117012600,11170,용산동3가
1117012700,11170,용산동5가
1117012800,11170,한강로3가
1117012900,11170,이촌동
1117013000,11170,이태원동
1117013100,11170,한남동
1117013200,11170,동빙고동
1117013300,11170,서빙고동
1117013400,11170,주성동
1117013500,11170,용산동6가
1117013600,11170,보광동
1120010100,11200,상왕십리동
1120010200,11200,하왕십리동
1120010300,11200,홍익동
1120010400,11200,도선동
1120010500,11200,마장동
1120010600,11200,사근동
1120010700,11200,행당동
1120010800,11200,응봉동
1120010900,11200,금호동1가
1120011000,11200,금호동2가
1120011100,11200,금호동3가
1120011200,11200,금호동4가
1120011300,11200,옥수동
1120011400,11200,성수동1가
1120011500,11200,성수동2가
1120011800,11200,송정동
1120012200,11200,용답동
1121510100,11215,중곡동
1121510200,11215,능동
1121510300,11215,구의동
1121510400,11215,광장동
1121510500,11215,자양동
1121510700,11215,화양동
1121510900,11215,군자동
1123010100,11230,신설동
1123010200,11230,용두동
1123010300,11230,제기동
1123010400,11230,전농동
1123010500,11230,답십리동
1123010600,11230,장안동
1123010700,11230,청량리동
1123010800,11230,회기동
1123010900,11230,휘경동
1123011000,11230,이문동
1126010100,11260,면목동
1126010200,11260,상봉동
1126010300,11260,중화동
1126010400,11260,묵동
1126010500,11260,망우동
1126010600,11260,신내동
1129010100,11290,성북동
1129010200,11290,성북동1가
1129010300,11290,돈암동
1129010400,11290,동소문동1가
1129010500,11290,동소문동2가
1129010600,11290,동소문동3가
1129010700,11290,동소문동4가
1129010800,11290,동소문동5가
1129010900,11290,동소문동6가
1129011000,11290,동소문동7가
1129011100,11290,삼선동1가
1129011200,11290,삼선동2가
1129011300,11290,삼선동3가
1129011400,11290,삼선동4가
1129011500,11290,삼선동5가
1129011600,11290,동선동1가
1129011700,11290,동선동2가
1129011800,11290,동선동3가
1129011900,11290,동선동4가
1129012000,11290,동선동5가
1129012100,11290,안암동1가
1129012200,11290,안암동2가
1129012300,11290,안암동3가
1129012400,11290,안암동4가
1129012500,11290,안암동5가
1129012600,11290,보문동4가
1129012700,11290,보문동5가
1129012800,11290,보문동6가
1129012900,11290,보문동7가
1129013000,11290,보문동1가
1129013100,11290,보문동2가
1129013200,11290,보문동3가
1129013300,11290,정릉동
1129013400,11290,길음동
1129013500,11290,종암동
1129013600,11290,하월곡동
1129013700,11290,상월곡동
1129013800,11290,장위동
1129013900,11290,석관동
1130510100,11305,미아동
1130510200,11305,번동
1130510300,11305,수유동
1130510400,11305,우이동
1132010500,11320,쌍문동
1132010600,11320,방학동
1132010700,11320,창동
1132010800,11320,도봉동
1135010200,11350,월계동
1135010300,11350,공릉동
1135010400,11350,하계동
1135010500,11350,상계동
1135010600,11350,중계동
1138010100,11380,수색동
1138010200,11380,녹번동
1138010300,11380,불광동
1138010400,11380,갈현동
1138010500,11380,구산동
1138010600,11380,대조동
1138010700,11380,응암동
1138010800,11380,역촌동
1138010900,11380,신사동
1138011000,11380,증산동
1138011400,11380,진관동
1141010100,11410,충정로2가
1141010200,11410,충정로3가
1141010300,11410,합동
1141010400,11410,미근동
1141010500,11410,냉천동
1141010600,11410,천연동
1141010700,11410,옥천동
1141010800,11410,영천동
1141010900,11410,현저동
1141011000,11410,북아현동
1141011100,11410,홍제동
1141011200,11410,대현동
1141011300,11410,대신동
1141011400,11410,신촌동
1141011500,11410,봉원동
1141011600,11410,창천동
1141011700,11410,연희동
1141011800,11410,홍은동
1141011900,11410,북가좌동
1141012000,11410,남가좌동
1144010100,11440,아현동
1144010200,11440,공덕동
1144010300,11440,신공덕동
1144010400,11440,도화동
1144010500,11440,용강동
1144010600,11440,토정동
1144010700,11440,마포동
1144010800,11440,대흥동
1144010900,11440,염리동
1144011000,11440,노고산동
1144011100,11440,신수동
1144011200,11440,현석동
1144011300,11440,구수동
1144011400,11440,창전동
1144011500,11440,상수동
1144011600,11440,하중동
1144011700,11440,신정동
1144011800,11440,당인동
1144012000,11440,서교동
1144012100,11440,동교동
1144012200,11440,합정동
1144012300,11440,망원동
1144012400,11440,연남동
1144012500,11440,성산동
1144012600,11440,중동
1144012700,11440,상암동
1147010100,11470,신정동
1147010200,11470,목동
1147010300,11470,신월동
1150010100,11500,염창동
1150010200,11500,등촌동
1150010300,11500,화곡동
1150010400,11500,가양동
1150010500,11500,마곡동
1150010600,11500,내발산동
1150010700,11500,외발산동
1150010800,11500,공항동
1150010900,11500,방화동
1150011000,11500,개화동
1150011100,11500,과해동
1150011200,11500,오곡동
1150011300,11500,오쇠동
1153010100,11530,신도림동
1153010200,11530,구로동
1153010300,11530,가리봉동
1153010600,11530,고척동
1153010700,11530,개봉동
1153010800,11530,오류동
1153010900,11530,궁동
1153011000,11530,온수동
1153011100,11530,천왕동
1153011200,11530,항동
1154510100,11545,가산동
1154510200,11545,독산동
1154510300,11545,시흥동
1156010100,11560,영등포동
1156010200,11560,영등포동1가
1156010300,11560,영등포동2가
1156010400,11560,영등포동3가
1156010500,11560,영등포동4가
1156010600,11560,영등포동5가
1156010700,11560,영등포동6가
1156010800,11560,영등포동7가
1156010900,11560,영등포동8가
1156011000,11560,여의도동
1156011100,11560,당산동1가
1156011200,11560,당산동2가
1156011300,11560,당산동3가
1156011400,11560,당산동4가
1156011500,11560,당산동5가
1156011600,11560,당산동6가
1156011700,11560,당산동
1156011800,11560,도림동
1156011900,11560,문래동1가
1156012000,11560,문래동2가
1156012100,11560,문래동3가
1156012200,11560,문래동4가
1156012300,11560,문래동5가
1156012400,11560,문래동6가
1156012500,11560,양평동1가
1156012600,11560,양평동2가
1156012700,11560,양평동3가
1156012800,11560,양평동4가
1156012900,11560,양평동5가
1156013000,11560,양평동6가
1156013100,11560,양화동
1156013200,11560,신길동
1156013300,11560,대림동
1156013400,11560,양평동
1159010100,11590,노량진동
1159010200,11590,상도동
1159010300,11590,상도1동
1159010400,11590,본동
1159010500,11590,흑석동
1159010600,11590,동작동
1159010700,11590,사당동
1159010800,11590,대방동
1159010900,11590,신대방동
1162010100,11620,봉천동
1162010200,11620,신림동
1162010300,11620,남현동
1165010100,11650,방배동
1165010200,11650,양재동
1165010300,11650,우면동
1165010400,11650,원지동
1165010600,11650,잠원동
1165010700,11650,반포동
1165010800,11650,서초동
1165010900,11650,내곡동
1165011000,11650,염곡동
1165011100,11650,신원동
1168010100,11680,역삼동
1168010300,11680,개포동
1168010400,11680,청담동
1168010500,11680,삼성동
1168010600,11680,대치동
1168010700,11680,신사동
1168010800,11680,논현동
1168011000,11680,압구정동
1168011100,11680,세곡동
1168011200,11680,자곡동
1168011300,11680,율현동
1168011400,11680,일원동
1168011500,11680,수서동
1168011800,11680,도곡동
1171010100,11710,잠실동
1171010200,11710,신천동
1171010300,11710,풍납동
1171010400,11710,송파동
1171010500,11710,석촌동
1171010600,11710,삼전동
1171010700,11710,가락동
1171010800,11710,문정동
1171010900,11710,장지동
1171011100,11710,방이동
1171011200,11710,오금동
1171011300,11710,거여동
1171011400,11710,마천동
1174010100,11740,명일동
1174010200,11740,고덕동
1174010300,11740,상일동
1174010500,11740,길동
1174010600,11740,둔촌동
1174010700,11740,암사동
1174010800,11740,성내동
1174010900,11740,천호동
1174011000,11740,강일동
2611010100,26110,영주동
2611010200,26110,대창동1가
2611010300,26110,대창동2가
2611010400,26110,중앙동1가
2611010500,26110,중앙동2가
2611010600,26110,중앙동3가
2611010700,26110,중앙동4가
2611010800,26110,중앙동5가
2611010900,26110,중앙동6가
2611011000,26110,중앙동7가
2611011100,26110,동광동1가
2611011200,26110,동광동2가
2611011300,26110,동광동3가
2611011400,26110,동광동4가
2611011500,26110,동광동5가
2611011600,26110,대청동1가
2611011700,26110,대청동2가
2611011800,26110,대청동3가
2611011900,26110,대청동4가
2611012000,26110,보수동1가
2611012100,26110,보수동2가
2611012200,26110,보수동3가
2611012300,26110,부평동1가
2611012400,26110,부평동2가
2611012500,26110,부평동3가
2611012600,26110,부평동4가
2611012700,26110,신창동1가
2611012800,26110,신창동2가
2611012900,26110,신창동3가
2611013000,26110,신창동4가
2611013100,26110,창선동1가
2611013200,26110,창선동2가
2611013300,26110,광복동1가
2611013400,26110,광복동2가
2611013500,26110,광복동3가
2611013600,26110,남포동1가
2611013700,26110,남포동2가
2611013800,26110,남포동3가
2611013900,26110,남포동4가
2611014000,26110,남포동5가
2611014100,26110,남포동6가
2614010100,26140,동대신동1가
2614010200,26140,동대신동2가
2614010300,26140,동대신동3가
2614010400,26140,서대신동1가
2614010500,26140,서대신동2가
2614010600,26140,서대신동3가
2614010700,26140,부용동1가
2614010800,26140,부용동2가
2614010900,26140,부민동1가
2614011000,26140,부민동2가
2614011100,26140,부민동3가
2614011200,26140,토성동1가
2614011300,26140,토성동2가
2614011400,26140,토성동3가
2614011500,26140,아미동1가
2614011600,26140,아미동2가
2614011700,26140,토성동4가
2614011800,26140,토성동5가
2614011900,26140,초장동
2614012000,26140,충무동1가
2614012100,26140,충무동2가
2614012200,26140,충무동3가
2614012300,26140,남부민동
2614012400,26140,암남동
2617010100,26170,초량동
2617010200,26170,수정동
2617010300,26170,좌천동
2617010400,26170,범일동
2620010100,26200,대교동1가
2620010200,26200,대교동2가
2620010300,26200,대평동1가
2620010400,26200,대평동2가
2620010500,26200,남항동1가
2620010600,26200,남항동2가
2620010700,26200,남항동3가
2620010800,26200,영선동1가
2620010900,26200,영선동2가
2620011000,26200,영선동3가
2620011100,26200,영선동4가
2620011200,26200,신선동1가
2620011300,26200,신선동2가
2620011400,26200,신선동3가
2620011500,26200,봉래동1가
2620011600,26200,봉래동2가
2620011700,26200,봉래동3가
2620011800,26200,봉래동4가
2620011900,26200,봉래동5가
2620012000,26200,청학동
2620012100,26200,동삼동
2623010100,26230,양정동
2623010200,26230,전포동
2623010300,26230,부전동
2623010400,26230,범천동
2623010500,26230,범전동
2623010600,26230,연지동
2623010700,26230,초읍동
2623010800,26230,부암동
2623010900,26230,당감동
2623011000,26230,가야동
2623011100,26230,개금동
2626010100,26260,명장동
2626010200,26260,안락동
2626010300,26260,칠산동
2626010400,26260,낙민동
2626010500,26260,복천동
2626010600,26260,수안동
2626010700,26260,명륜동
2626010800,26260,온천동
2626010900,26260,사직동
2629010600,26290,대연동
2629010700,26290,용호동
2629010800,26290,용당동
2629010900,26290,문현동
2629011000,26290,우암동
2629011100,26290,감만동
2632010100,26320,금곡동
2632010200,26320,화명동
2632010300,26320,만덕동
2632010400,26320,덕천동
2632010500,26320,구포동
2635010100,26350,반송동
2635010200,26350,석대동
2635010300,26350,반여동
2635010400,26350,재송동
2635010500,26350,우동
2635010600,26350,중동
2635010700,26350,좌동
2635010800,26350,송정동
2638010100,26380,괴정동
2638010200,26380,당리동
2638010300,26380,하단동
2638010400,26380,신평동
2638010500,26380,장림동
2638010600,26380,다대동
2638010700,26380,구평동
2638010800,26380,감천동
2641010100,26410,두구동
2641010200,26410,노포동
2641010300,26410,청룡동
2641010400,26410,남산동
2641010500,26410,선동
2641010600,26410,오륜동
2641010700,26410,구서동
2641010800,26410,장전동
2641010900,26410,부곡동
2641011000,26410,서동
2641011100,26410,금사동
2641011200,26410,회동동
2641011300,26410,금성동
2644010100,26440,대저1동
2644010200,26440,대저2동
2644010300,26440,강동동
2644010400,26440,명지동
2644010500,26440,죽림동
2644010600,26440,식만동
2644010700,26440,죽동동
2644010800,26440,봉림동
2644010900,26440,송정동
2644011000,26440,화전동
2644011100,26440,녹산동
2644011200,26440,생곡동
2644011300,26440,구랑동
2644011400,26440,지사동
2644011500,26440,미음동
2644011600,26440,범방동
2644011700,26440,신호동
2644011800,26440,동선동
2644011900,26440,성북동
2644012000,26440,눌차동
2644012100,26440,천성동
2644012200,26440,대항동
2647010100,26470,거제동
2647010200,26470,연산동
2650010100,26500,망미동
2650010200,26500,수영동
2650010300,26500,민락동
2650010400,26500,광안동
2650010500,26500,남천동
2653010100,26530,삼락동
2653010200,26530,모라동
2653010300,26530,덕포동
2653010400,26530,괘법동
2653010500,26530,감전동
2653010600,26530,주례동
2653010700,26530,학장동
2653010800,26530,엄궁동
2671025000,26710,기장읍
2671025021,26710,동부리
2671025022,26710,교리
2671025023,26710,신천리
2671025024,26710,죽성리
2671025025,26710,서부리
2671025026,26710,대라리
2671025027,26710,청강리
2671025028,26710,대변리
2671025029,26710,연화리
2671025030,26710,만화리
2671025031,26710,석산리
2671025032,26710,당사리
2671025033,26710,시랑리
2671025034,26710,내리
2671025300,26710,장안읍
2671025321,26710,좌천리
2671025322,26710,효암리
2671025323,26710,고리
2671025324,26710,좌동리
2671025325,26710,장안리
2671025326,26710,덕선리
2671025327,26710,용소리
2671025328,26710,기룡리
2671025329,26710,명례리
2671025330,26710,월내리
2671025331,26710,반룡리
2671025332,26710,임랑리
2671025333,26710,오리
2671025334,26710,길천리
2671025600,26710,정관읍
2671025621,26710,방곡리
2671025622,26710,매학리
2671025623,26710,임곡리
2671025624,26710,월평리
2671025625,26710,달산리
2671025626,26710,병산리
2671025627,26710,모전리
2671025628,26710,용수리
2671025629,26710,두명리
2671025630,26710,예림리
2671025900,26710,일광읍
2671025921,26710,삼성리
2671025922,26710,이천리
2671025923,26710,학리
2671025924,26710,동백리
2671025925,26710,문중리
2671025926,26710,신평리
2671025927,26710,칠암리
2671025928,26710,문동리
2671025929,26710,청광리
2671025930,26710,원리
2671025931,26710,화전리
2671025932,26710,횡계리
2671025933,26710,용천리
2671033000,26710,철마면
2671033021,26710,와여리
2671033022,26710,장전리
2671033023,26710,백길리
2671033024,26710,송정리
2671033025,26710,웅천리
2671033026,26710,연구리
2671033027,26710,구칠리
2671033028,26710,이곡리
2671033029,26710,고촌리
2671033030,26710,안평리
2671033031,26710,임기리
2711010100,27110,동인동1가
2711010200,27110,동인동2가
2711010300,27110,동인동3가
2711010400,27110,동인동4가
2711010500,27110,삼덕동1가
2711010600,27110,삼덕동2가
2711010700,27110,삼덕동3가
2711010800,27110,봉산동
2711010900,27110,장관동
2711011000,27110,상서동
2711011100,27110,수동
2711011200,27110,덕산동
2711011300,27110,종로1가
2711011400,27110,종로2가
2711011500,27110,사일동
2711011600,27110,동일동
2711011700,27110,남일동
2711011800,27110,전동
2711011900,27110,동성로3가
2711012000,27110,동문동
2711012100,27110,문화동
2711012200,27110,공평동
2711012300,27110,동성로2가
2711012400,27110,태평로1가
2711012500,27110,교동
2711012600,27110,용덕동
2711012700,27110,상덕동
2711012800,27110,완전동
2711012900,27110,도원동
2711013000,27110,수창동
2711013100,27110,태평로3가
2711013200,27110,인교동
2711013300,27110,서야동
2711013400,27110,서성로1가
2711013500,27110,시장북로
2711013600,27110,하서동
2711013700,27110,남성로
2711013800,27110,계산동1가
2711013900,27110,계산동2가
2711014000,27110,동산동
2711014100,27110,서문로2가
2711014200,27110,서성로2가
2711014300,27110,포정동
2711014400,27110,서문로1가
2711014500,27110,서내동
2711014600,27110,북성로2가
2711014700,27110,대안동
2711014800,27110,동성로1가
2711014900,27110,태평로2가
2711015000,27110,북성로1가
2711015100,27110,화전동
2711015200,27110,향촌동
2711015300,27110,북내동
2711015400,27110,대신동
2711015500,27110,달성동
2711015600,27110,남산동
2711015700,27110,대봉동
2714010100,27140,신암동
2714010200,27140,신천동
2714010300,27140,효목동
2714010400,27140,평광동
2714010500,27140,봉무동
2714010600,27140,불로동
2714010700,27140,도동
2714010800,27140,지저동
2714010900,27140,입석동
2714011000,27140,검사동
2714011100,27140,방촌동
2714011200,27140,둔산동
2714011300,27140,부동
2714011400,27140,신평동
2714011500,27140,서호동
2714011600,27140,동호동
2714011700,27140,신기동
2714011800,27140,율하동
2714011900,27140,용계동
2714012000,27140,율암동
2714012100,27140,상매동
2714012200,27140,매여동
2714012300,27140,각산동
2714012400,27140,신서동
2714012500,27140,동내동
2714012600,27140,괴전동
2714012700,27140,금강동
2714012800,27140,대림동
2714012900,27140,사복동
2714013000,27140,숙천동
2714013100,27140,내곡동
2714013200,27140,능성동
2714013300,27140,진인동
2714013400,27140,도학동
2714013500,27140,백안동
2714013600,27140,미곡동
2714013700,27140,용수동
2714013800,27140,신무동
2714013900,27140,미대동
2714014000,27140,내동
2714014100,27140,신용동
2714014200,27140,중대동
2714014300,27140,송정동
2714014400,27140,덕곡동
2714014500,27140,지묘동
2717010100,27170,내당동
2717010200,27170,비산동
2717010300,27170,평리동
2717010400,27170,상리동
2717010500,27170,중리동
2717010600,27170,이현동
2717010700,27170,원대동1가
2717010800,27170,원대동2가
2717010900,27170,원대동3가
2720010100,27200,이천동
2720010200,27200,봉덕동
2720010300,27200,대명동
2723010100,27230,칠성동1가
2723010200,27230,칠성동2가
2723010300,27230,고성동1가
2723010400,27230,고성동2가
2723010500,27230,고성동3가
2723010600,27230,침산동
2723010700,27230,노원동1가
2723010800,27230,노원동2가
2723010900,27230,노원동3가
2723011000,27230,대현동
2723011100,27230,산격동
2723011200,27230,복현동
2723011300,27230,검단동
2723011400,27230,동변동
2723011500,27230,서변동
2723011600,27230,조야동
2723011700,27230,노곡동
2723011800,27230,읍내동
2723011900,27230,동호동
2723012000,27230,학정동
2723012100,27230,도남동
2723012200,27230,국우동
2723012300,27230,구암동
2723012400,27230,동천동
2723012500,27230,관음동
2723012600,27230,태전동
2723012700,27230,매천동
2723012800,27230,팔달동
2723012900,27230,금호동
2723013000,27230,사수동
2723013100,27230,연경동
2726010100,27260,범어동
2726010200,27260,만촌동
2726010300,27260,수성동1가
2726010400,27260,수성동2가
2726010500,27260,수성동3가
2726010600,27260,수성동4가
2726010700,27260,황금동
2726010800,27260,중동
2726010900,27260,상동
2726011000,27260,파동
2726011100,27260,두산동
2726011200,27260,지산동
2726011300,27260,범물동
2726011400,27260,시지동
2726011500,27260,매호동
2726011600,27260,성동
2726011700,27260,사월동
2726011800,27260,신매동
2726011900,27260,욱수동
2726012000,27260,노변동
2726012200,27260,삼덕동
2726012300,27260,연호동
2726012400,27260,이천동
2726012500,27260,고모동
2726012600,27260,가천동
2726012700,27260,대흥동
2729010100,27290,성당동
2729010200,27290,두류동
2729010400,27290,파호동
2729010500,27290,호림동
2729010600,27290,갈산동
2729010700,27290,신당동
2729010800,27290,이곡동
2729010900,27290,장동
2729011000,27290,장기동
2729011100,27290,용산동
2729011200,27290,죽전동
2729011300,27290,감삼동
2729011400,27290,본리동
2729011500,27290,상인동
2729011600,27290,도원동
2729011700,27290,진천동
2729011800,27290,유천동
2729011900,27290,대천동
2729012000,27290,월성동
2729012100,27290,월암동
2729012200,27290,송현동
2729012300,27290,대곡동
2729012400,27290,본동
2729012500,27290,호산동
2771025000,27710,화원읍
2771025021,27710,천내리
2771025022,27710,구라리
2771025023,27710,성산리
2771025024,27710,설화리
2771025025,27710,명곡리
2771025026,27710,본리리
2771025300,27710,논공읍
2771025321,27710,노이리
2771025322,27710,금포리
2771025323,27710,삼리리
2771025324,27710,위천리
2771025325,27710,상리
2771025326,27710,하리
2771025327,27710,남리
2771025328,27710,북리
2771025329,27710,본리리
2771025600,27710,다사읍
2771025621,27710,이천리
2771025622,27710,달천리
2771025623,27710,박곡리
2771025624,27710,방천리
2771025625,27710,서재리
2771025626,27710,세천리
2771025627,27710,죽곡리
2771025628,27710,매곡리
2771025629,27710,부곡리
2771025630,27710,문양리
2771025631,27710,문산리
2771025900,27710,유가읍
2771025921,27710,음리
2771025922,27710,양리
2771025923,27710,용리
2771025924,27710,봉리
2771025925,27710,쌍계리
2771025926,27710,초곡리
2771025927,27710,상리
2771025928,27710,금리
2771025929,27710,유곡리
2771025930,27710,도의리
2771025931,27710,가태리
2771025932,27710,한정리
2771025933,27710,본말리
2771026200,27710,옥포읍
2771026221,27710,신당리
2771026222,27710,교항리
2771026223,27710,강림리
2771026224,27710,송촌리
2771026225,27710,간경리
2771026226,27710,기세리
2771026227,27710,반송리
2771026228,27710,김흥리
2771026229,27710,본리리
2771026500,27710,현풍읍
2771026521,27710,상리
2771026522,27710,중리
2771026523,27710,부리
2771026524,27710,하리
2771026525,27710,성하리
2771026526,27710,원교리
2771026527,27710,자모리
2771026528,27710,오산리
2771026529,27710,지리
2771026530,27710,대리
2771026531,27710,신기리
2771031000,27710,가창면
2771031021,27710,용계리
2771031022,27710,오리
2771031023,27710,정대리
2771031024,27710,냉천리
2771031025,27710,행정리
2771031026,27710,상원리
2771031027,27710,단산리
2771031028,27710,대일리
2771031029,27710,주리
2771031030,27710,옥분리
2771031031,27710,삼산리
2771031032,27710,우록리
2771033000,27710,하빈면
2771033021,27710,하산리
2771033022,27710,묘리
2771033023,27710,기곡리
2771033024,27710,대평리
2771033025,27710,무등리
2771033026,27710,현내리
2771033027,27710,감문리
2771033028,27710,동곡리
2771033029,27710,봉촌리
2771038000,27710,구지면
2771038021,27710,창리
2771038022,27710,응암리
2771038023,27710,고봉리
2771038024,27710,가천리
2771038025,27710,평촌리
2771038026,27710,예현리
2771038027,27710,유산리
2771038028,27710,목단리
2771038029,27710,대암리
2771038030,27710,내리
2771038031,27710,화산리
2771038032,27710,수리리
2771038033,27710,징리
2771038034,27710,오설리
2771038035,27710,도동리
2772025000,27720,군위읍
2772025021,27720,동부리
2772025022,27720,서부리
2772025023,27720,금구리
2772025024,27720,무성리
2772025025,27720,수서리
2772025026,27720,사직리
2772025027,27720,내량리
2772025028,27720,외량리
2772025029,27720,삽령리
2772025030,27720,대북리
2772025031,27720,오곡리
2772025032,27720,정리
2772025033,27720,하곡리
2772025034,27720,용대리
2772025035,27720,상곡리
2772025036,27720,광현리
2772025037,27720,대흥리
2772031000,27720,소보면
2772031021,27720,사리리
2772031022,27720,보현리
2772031023,27720,복성리
2772031024,27720,위성리
2772031025,27720,달산리
2772031026,27720,송원리
2772031027,27720,신계리
2772031028,27720,도산리
2772031029,27720,서경리
2772031030,27720,평호리
2772031031,27720,산법리
2772031032,27720,내의리
2772031033,27720,봉황리
2772031034,27720,봉소리
2772032000,27720,효령면
2772032021,27720,노행리
2772032022,27720,오천리
2772032023,27720,성리
2772032024,27720,병수리
2772032025,27720,불로리
2772032026,27720,내리리
2772032027,27720,중구리
2772032028,27720,거매리
2772032029,27720,장군리
2772032030,27720,장기리
2772032031,27720,금매리
2772032032,27720,화계리
2772032033,27720,마시리
2772032034,27720,매곡리
2772032035,27720,고곡리
2772033000,27720,부계면
2772033021,27720,창평리
2772033022,27720,가호리
2772033023,27720,춘산리
2772033024,27720,대율리
2772033025,27720,동산리
2772033026,27720,남산리
2772033027,27720,명산리
2772033028,27720,신화리
2772034000,27720,우보면
2772034021,27720,나호리
2772034022,27720,이화리
2772034023,27720,두북리
2772034024,27720,선곡리
2772034025,27720,미성리
2772034026,27720,모산리
2772034027,27720,문덕리
2772034028,27720,달산리
2772034029,27720,봉산리
2772035000,27720,의흥면
2772035021,27720,읍내리
2772035022,27720,수북리
2772035023,27720,수서리
2772035024,27720,이지리
2772035025,27720,파전리
2772035026,27720,신덕리
2772035027,27720,지호리
2772035028,27720,연계리
2772035029,27720,매성리
2772035030,27720,원산리
2772035031,27720,금양리
2772036000,27720,산성면
2772036021,27720,백학리
2772036022,27720,삼산리
2772036023,27720,봉림리
